epoch,step,train_loss
0,49,24.672597885131836
1,99,17.33269691467285
2,149,13.774961471557617
3,199,15.827829360961914
4,249,14.029544830322266
5,299,13.181556701660156
6,349,11.855490684509277
7,399,13.060736656188965
8,449,9.176197052001953
9,499,9.284599304199219
10,549,30.036087036132812
11,599,26.042699813842773
12,649,27.449481964111328
13,699,26.40335464477539
14,749,25.98403549194336
15,799,-3.7338247299194336
16,849,23.15884017944336
17,899,24.598724365234375
18,949,23.860366821289062
19,999,25.655441284179688
20,1049,24.569194793701172
21,1099,-10.039587020874023
22,1149,24.8758602142334
23,1199,25.849578857421875
24,1249,25.711318969726562
25,1299,25.510299682617188
26,1349,27.485158920288086
27,1399,-3.069035768508911
28,1449,25.288000106811523
29,1499,23.02320671081543
30,1549,24.57705307006836
31,1599,25.143489837646484
32,1649,25.431198120117188
33,1699,23.762557983398438
34,1749,24.820770263671875
35,1799,22.878787994384766
36,1849,24.961042404174805
37,1899,22.65143394470215
38,1949,23.1600341796875
39,1999,23.307899475097656
40,2049,25.92898178100586
41,2099,22.452415466308594
42,2149,25.22607421875
43,2199,21.74689292907715
44,2249,23.99007797241211
45,2299,23.760334014892578
46,2349,25.007553100585938
47,2399,26.865886688232422
48,2449,23.966495513916016
49,2499,24.272525787353516
